seed,kernel,knob,width,Keff_target,Keff_measured,Keff_rice,D_PR,kappa_S,Q,N,alpha,P,solved,epochs_to_solve,final_train_err,init_fire_rate,n_grid,dt,mean_spikes,restart_overlap,n_restarts,optimizer,lr_schedule,batch_size,_shard_status
2,gauss,44.19705904895555,44.19705904895555,8.0,8.68846718258427,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,3.0,1500,0,-1,0.0846666693687439,0.5006666779518127,15,34.71228900461826,0.4,nan,5,adam,cosine,16,timed_out
2,gauss,44.19705904895555,44.19705904895555,8.0,8.393942871310228,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,3.2,1600,0,-1,0.08500000089406967,0.5006250143051147,15,34.71228900461826,0.4,nan,5,adam,cosine,16,timed_out
2,gauss,44.19705904895555,44.19705904895555,8.0,8.393942871310228,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,3.4,1700,0,-1,0.1276470571756363,0.5005882382392883,15,34.71228900461826,0.4,nan,5,adam,cosine,16,timed_out
3,gauss,22.094882025527312,22.094882025527312,16.0,17.13149743910684,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,1.8,900,1,58,0.0,0.5011110901832581,30,17.35327976333244,0.8,0.13018715158104896,5,adam,cosine,16,timed_out
3,gauss,22.094882025527312,22.094882025527312,16.0,16.346099275709392,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,2.0,1000,1,118,0.0,0.5009999871253967,30,17.35327976333244,0.8,0.13029803037643434,5,adam,cosine,16,timed_out
3,gauss,22.094882025527312,22.094882025527312,16.0,17.47510913559322,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,2.2,1100,1,168,0.0,0.5009090900421143,30,17.35327976333244,0.8,0.14840095564723016,5,adam,cosine,16,timed_out
3,gauss,22.094882025527312,22.094882025527312,16.0,16.395186660921734,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,2.4,1200,1,604,0.0,0.5008333325386047,30,17.35327976333244,0.8,0.13021653182804585,5,adam,cosine,16,timed_out
3,gauss,22.094882025527312,22.094882025527312,16.0,17.27875959474386,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,2.6,1300,1,921,0.0,0.5007692575454712,30,17.35327976333244,0.8,0.16659560551246008,5,adam,cosine,16,timed_out
3,gauss,22.094882025527312,22.094882025527312,16.0,16.346099275709392,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,2.8,1400,1,1151,0.0028571428265422583,0.5007143020629883,30,17.35327976333244,0.8,0.20175547897815704,5,adam,cosine,16,timed_out
3,gauss,22.094882025527312,22.094882025527312,16.0,17.18058482431918,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,3.0,1500,0,-1,0.004000000189989805,0.5006666779518127,30,17.35327976333244,0.8,nan,5,adam,cosine,16,timed_out
3,gauss,22.094882025527312,22.094882025527312,16.0,16.100662349647692,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,3.2,1600,0,-1,0.051249999552965164,0.5006250143051147,30,17.35327976333244,0.8,nan,5,adam,cosine,16,timed_out
3,gauss,22.094882025527312,22.094882025527312,16.0,16.787885742620457,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,3.4,1700,0,-1,0.0676470622420311,0.5005882382392883,30,17.35327976333244,0.8,nan,5,adam,cosine,16,timed_out
3,gauss,11.049013821512121,11.049013821512121,32.0,32.3485868549324,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,1.8,900,1,71,0.0,0.5011110901832581,59,8.677875162768641,1.6,0.04582052435725927,5,adam,cosine,16,timed_out
3,gauss,11.049013821512121,11.049013821512121,32.0,31.072314839411547,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,2.0,1000,1,102,0.0,0.5009999871253967,59,8.677875162768641,1.6,0.0722459515556693,5,adam,cosine,16,timed_out
3,gauss,11.049013821512121,11.049013821512121,32.0,33.23215978875453,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,2.2,1100,1,302,0.0,0.5009090900421143,59,8.677875162768641,1.6,0.09410257861018181,5,adam,cosine,16,timed_out
3,gauss,11.049013821512121,11.049013821512121,32.0,33.13398501832985,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,2.4,1200,1,559,0.0,0.5008333325386047,59,8.677875162768641,1.6,0.11091870814561844,5,adam,cosine,16,timed_out
3,gauss,11.049013821512121,11.049013821512121,32.0,32.49584901056943,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,2.6,1300,1,610,0.0,0.5007692575454712,59,8.677875162768641,1.6,0.10862260907888413,5,adam,cosine,16,timed_out
3,gauss,11.049013821512121,11.049013821512121,32.0,31.02322745419921,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,2.8,1400,1,960,0.0,0.5007143020629883,59,8.677875162768641,1.6,0.0646994698792696,5,adam,cosine,16,timed_out
3,gauss,11.049013821512121,11.049013821512121,32.0,33.37942194439156,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,3.0,1500,0,-1,0.0006666666595265269,0.5006666779518127,59,8.677875162768641,1.6,nan,5,adam,cosine,16,timed_out
3,gauss,44.19705904895555,44.19705904895555,8.0,9.130253649495335,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,1.8,900,1,74,0.0,0.5011110901832581,15,34.71228900461826,0.4,0.2242773599922657,5,adam,cosine,16,timed_out
3,gauss,44.19705904895555,44.19705904895555,8.0,9.326603190344697,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.0,1000,1,179,0.0,0.5009999871253967,15,34.71228900461826,0.4,0.23032089918851853,5,adam,cosine,16,timed_out
3,gauss,44.19705904895555,44.19705904895555,8.0,9.130253649495335,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.2,1100,1,397,0.0,0.5009090900421143,15,34.71228900461826,0.4,0.29010226428508756,5,adam,cosine,16,timed_out
3,gauss,44.19705904895555,44.19705904895555,8.0,8.59029241215959,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.4,1200,1,620,0.0,0.5008333325386047,15,34.71228900461826,0.4,0.295410318672657,5,adam,cosine,16,timed_out
3,gauss,44.19705904895555,44.19705904895555,8.0,8.54120502694725,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.6,1300,1,1115,0.003076923079788685,0.5007692575454712,15,34.71228900461826,0.4,0.27502304315567017,5,adam,cosine,16,timed_out
3,gauss,44.19705904895555,44.19705904895555,8.0,8.786641953008953,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.8,1400,0,-1,0.027857143431901932,0.5007143020629883,15,34.71228900461826,0.4,nan,5,adam,cosine,16,timed_out
3,gauss,44.19705904895555,44.19705904895555,8.0,8.246680715673207,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,3.0,1500,0,-1,0.03266666829586029,0.5006666779518127,15,34.71228900461826,0.4,nan,5,adam,cosine,16,timed_out
3,gauss,44.19705904895555,44.19705904895555,8.0,8.73755456779661,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,3.2,1600,0,-1,0.1106249988079071,0.5006250143051147,15,34.71228900461826,0.4,nan,5,adam,cosine,16,timed_out
3,gauss,44.19705904895555,44.19705904895555,8.0,8.933904108645974,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,3.4,1700,0,-1,0.13235294818878174,0.5005882382392883,15,34.71228900461826,0.4,nan,5,adam,cosine,16,timed_out
4,gauss,22.094882025527312,22.094882025527312,16.0,17.229672209531522,16.001628696747346,4.051525829863775,3.0000722381882023,nan,500,1.8,900,1,82,0.0,0.5011110901832581,30,17.35327976333244,0.8,0.1680795207619667,5,adam,cosine,16,timed_out
